"","country_name","year","ny.gdp.mktp.kd","ny.gdp.mktp.kd.zg","se.com.durs","se.pre.durs","se.prm.ages","se.prm.durs","se.prm.enrl","se.prm.enrl.fe.zs","se.sec.ages","se.sec.durs","se.sec.enrl","sg.gen.parl.zs","sh.dth.imrt","sh.dth.mort","sh.dth.nmrt","sh.dyn.mort","sh.dyn.nmrt","sp.ado.tfrt","sp.dyn.amrt.fe","sp.dyn.amrt.ma","sp.dyn.imrt.in","sp.dyn.le00.fe.in","sp.dyn.le00.in","sp.dyn.le00.ma.in","sp.dyn.tfrt.in","sp.dyn.to65.fe.zs","sp.dyn.to65.ma.zs","vc.ihr.psrc.p5"
"516","Honduras",2014,18142359318.8949,3.0580805621437,12,3,6,6,1150042,48.592658996582,12,6,619832,25.8,3418,4009,2209,20.3,11.2,74.9722,121.456,174.294,17.3,75.717,73.181,70.666,2.559,80.42652,72.94048,66.8731473947284
"517","Honduras",2015,18839040425.3557,3.84007997093951,12,3,6,6,1146029,48.8339805603027,12,6,637727,25.8,3300,3863,2132,19.6,10.8,73.5778,120.104,172.935,16.7,75.924,73.376,70.849,2.507,80.68469,73.19868,57.45004173163
"518","Honduras",2016,19545909275.2757,3.75214890971107,12,3,6,6,1137763,48.8670387268066,12,6,651807,25.8,3194,3731,2062,18.9,10.4,72.1834,118.753,171.576,16.2,76.133,73.575,71.035,2.462,80.94285,73.45688,56.5157030911214
"519","Honduras",2017,20481239263.2949,4.78529790989262,12,3,6,6,1117352,48.9661903381348,12,6,655090,25.8,3092,3605,1996,18.2,10,70.789,117.401,170.217,15.6,76.341,73.774,71.223,2.423,81.20101,73.71508,
"520","Honduras",2018,,,12,3,6,6,,,12,6,,21.1,,,,,,,,,,,,,,,,
"521","Jamaica",1999,12239551911.6664,1.04767387073794,6,3,6,6,319690,49.4184989929199,12,5,231177,13.3,1130,1336,1018,23,17.7,89.8484,125.371,213.433,19.6,75.013,72.205,69.491,2.623,80.69529,70.82202,33.3854182344587
"522","Jamaica",2000,12347101288.5689,0.87870354796236,6,3,6,6,326847,49.1786689758301,12,5,228764,13.3,1082,1278,978,22.3,17.3,87.8926,124.562,212.269,19,75.162,72.327,69.6,2.577,80.85889,70.97983,33.3852240837318
"523","Jamaica",2001,12513161104.0918,1.34492956396697,6,3,6,6,328496,48.9388008117676,12,5,227703,13.3,1037,1224,935,21.8,16.8,85.9368,123.753,211.105,18.5,75.335,72.487,69.755,2.529,81.02249,71.13763,42.547453110951
"524","Jamaica",2002,12763085337.6409,1.99729094407155,6,3,6,6,329762,48.8794898986816,12,5,228316,,997,1176,891,21.3,16.3,83.981,122.944,209.941,18.1,75.53,72.683,69.956,2.482,81.18609,71.29544,38.7690942426597
"525","Jamaica",2003,13231020580.7576,3.66631759279021,6,3,6,6,325302,48.8871917724609,12,5,229701,11.7,961,1134,850,20.8,15.8,81.9904,120.406,204.524,17.8,75.741,72.911,70.2,2.439,81.52952,71.88773,35.9445546948934
"526","Jamaica",2004,13406162921.142,1.32372509977827,6,3,6,6,331286,48.9341506958008,12,5,245533,11.7,933,1100,813,20.5,15.3,79.9998,117.868,199.108,17.5,75.965,73.167,70.48,2.398,81.87295,72.48003,53.9069333991015
"527","Jamaica",2005,13525986928.6205,0.893797935945003,6,3,6,6,326411,48.7529487609863,12,5,246332,11.7,910,1071,781,20.2,14.9,78.0092,115.33,193.691,17.3,76.199,73.446,70.789,2.361,82.21638,73.07233,60.9908721366808
"528","Jamaica",2006,13918122244.4502,2.89912534958872,6,3,6,6,,,12,5,,11.7,890,1047,755,20,14.5,76.0186,112.792,188.275,17.1,76.44,73.739,71.12,2.325,82.55981,73.66463,48.5458172887596
"529","Jamaica",2007,14117423357.7557,1.43195403665118,6,3,6,6,310021,48.9815216064453,12,5,257186,13.3,870,1022,733,19.8,14.2,74.028,110.254,182.858,16.9,76.685,74.038,71.46,2.289,82.90323,74.25693,57.0714766199706
"530","Jamaica",2008,14002827050.8032,-0.811736703280815,6,3,6,6,315129,48.8638000488281,12,5,262608,13.3,850,997,711,19.4,13.9,71.3732,108.764,179.95,16.6,76.928,74.334,71.798,2.251,83.16161,74.68512,58.0261364915226
"531","Jamaica",2009,13395573425.3542,-4.33665018675087,6,3,6,6,312262,48.7260704040527,12,5,266933,13.3,827,969,691,19.1,13.7,68.7184,107.273,177.041,16.3,77.164,74.619,72.124,2.212,83.41998,75.11331,60.0196427921865
"532","Jamaica",2010,13200286270.4683,-1.45784841518038,6,3,6,6,294285,48.6215705871582,12,5,260371,13.3,802,939,667,18.7,13.3,66.0636,105.783,174.132,16,77.388,74.883,72.426,2.173,83.67836,75.5415,51.3628731972412
"533","Jamaica",2011,13428092060.2385,1.72576401073788,6,3,6,6,289612,48.8329200744629,12,5,260325,12.7,775,906,645,18.2,13,63.4088,104.293,171.224,15.6,77.595,75.122,72.695,2.136,83.93673,75.96968,40.0425093824229
"534","Jamaica",2012,13345520232.4441,-0.614918541099811,6,3,6,6,283628,49.0452308654785,12,5,,12.7,749,875,621,17.7,12.6,60.754,102.802,168.315,15.2,77.785,75.334,72.933,2.102,84.1951,76.39787,38.6836710557439
"535","Jamaica",2013,13412757292.2195,0.503817450382684,6,3,6,6,273231,48.2249603271484,12,5,228935,12.7,723,844,599,17.2,12.2,59.1546,101.878,167.031,14.8,77.957,75.523,73.141,2.072,84.35464,76.60147,42.1136493458358
"536","Jamaica",2014,13505052829.4645,0.688117552821055,6,3,6,6,266201,48.4551086425781,12,5,223920,12.7,698,814,576,16.7,11.9,57.5552,100.953,165.746,14.3,78.114,75.689,73.32,2.047,84.51418,76.80508,35.1142365693286
"537","Jamaica",2015,13627252758.3973,0.904845989688582,6,3,6,6,256114,50.44921875,12,5,215200,12.7,672,784,555,16.2,11.5,55.9558,100.029,164.462,13.9,78.256,75.836,73.474,2.026,84.67372,77.00868,42.0622479485949
"538","Jamaica",2016,13815398566.0144,1.38065838326224,6,3,6,6,253196,48.7622184753418,12,5,216813,17.5,649,756,534,15.7,11.1,54.3564,99.104,163.178,13.5,78.389,75.97,73.611,2.009,84.83326,77.21228,47.0110584314125
"539","Jamaica",2017,13950590008.3936,0.978556222849122,6,3,6,6,242036,48.7994613647461,12,5,204080,17.5,624,728,512,15.2,10.8,52.757,98.18,161.893,13.1,78.517,76.097,73.738,1.993,84.9928,77.41588,
"540","Jamaica",2018,,,,,6,6,,,12,5,,17.5,,,,,,,,,,,,,,,,
"541","Mexico",1999,872112260583.456,2.75355424748236,9,2,6,6,14697915,48.6382713317871,12,6,8721726,18.2,58243,69595,34543,28.3,14,80.244,94.95,167.879,23.7,76.507,74.103,71.689,2.766,83.0848,74.3038,12.4338048853921
"542","Mexico",2000,915216005402.792,4.94245371467422,9,2,6,6,14765603,48.7258911132813,12,6,9094103,16,55061,65525,31952,26.8,13,78.876,93.231,166.094,22.5,76.768,74.364,71.949,2.716,83.4442,74.6592,10.5554802560169
"543","Mexico",2001,911514962239.03,-0.404390126692846,11,2,6,6,14792528,48.7849502563477,12,6,9357144,16,51977,61630,29409,25.3,12.1,77.508,91.513,164.31,21.3,77.012,74.598,72.173,2.669,83.8036,75.0146,9.97893915057329
"544","Mexico",2002,911151773828.818,-0.0398444814685348,11,2,6,6,14843381,48.8140602111816,12,6,9692976,16,49052,57977,26957,23.9,11.1,76.14,89.794,162.526,20.3,77.235,74.809,72.373,2.623,84.163,75.37,9.66694573807667
"545","Mexico",2003,924330515307.736,1.4463826837036,11,2,6,6,14857191,48.8151206970215,12,6,10188185,22.6,46391,54655,24666,22.7,10.2,74.971,89.469,161.05,19.3,77.436,75.002,72.558,2.579,84.21951,75.55252,9.54842554489993
"546","Mexico",2004,960569732547.578,3.92059081028791,11,2,6,6,14781327,48.8213005065918,12,6,10403853,22.6,43939,51673,22613,21.6,9.5,73.802,89.144,159.574,18.4,77.615,75.18,72.735,2.536,84.27601,75.73504,8.71905151449102
"547","Mexico",2005,982737828708.375,2.30780706591736,11,2,6,6,14700005,48.7635116577148,12,6,10564404,24.2,41761,49038,20975,20.6,8.8,72.633,88.819,158.098,17.6,77.777,75.347,72.906,2.495,84.33252,75.91756,9.14611987134624
"548","Mexico",2006,1026912659604.72,4.49507789421408,11,2,6,6,14595195,48.7414512634277,12,6,10883455,22.6,39884,46758,19929,19.8,8.4,71.464,88.494,156.622,16.9,77.927,75.505,73.071,2.456,84.38903,76.10008,9.49384525057675
"549","Mexico",2007,1050443805732.82,2.29144571429802,11,2,6,6,14631498,48.7775115966797,12,6,11122276,23.2,38274,44801,19477,19,8.3,70.295,88.169,155.145,16.3,78.071,75.656,73.228,2.421,84.44553,76.28261,7.92854945386002
"550","Mexico",2008,1062456519192.32,1.14358458719401,11,2,6,6,14699146,48.7980003356934,12,6,11444055,23.2,36914,43140,19322,18.4,8.2,69.43,87.058,153.605,15.8,78.215,75.802,73.378,2.391,84.63381,76.50225,12.3225207510115
"551","Mexico",2009,1006297786022.87,-5.28574413681751,11,2,6,6,14861232,48.8316917419434,12,6,11474843,27.6,35769,41733,19242,17.8,8.2,68.565,85.946,152.064,15.3,78.363,75.948,73.522,2.364,84.82208,76.72189,17.1446785075391
"552","Mexico",2010,1057801295584.05,5.11811814321163,11,2,6,6,14906476,48.8726196289063,12,6,11681530,26.2,34789,40526,19103,17.3,8.1,67.7,84.834,150.524,14.9,78.518,76.096,73.668,2.341,85.01035,76.94153,21.9546816400261
"553","Mexico",2011,1096548640919.65,3.66300792950094,11,2,6,6,14934663,48.8866310119629,12,6,11836424,26.2,33883,39430,18872,16.8,8,66.835,83.722,148.983,14.5,78.681,76.251,73.818,2.318,85.19862,77.16117,22.8507818585667
"554","Mexico",2012,1136488480758.67,3.64232267941347,14,2,6,6,14956982,48.9136390686035,12,6,12139246,36.8,32987,38368,18543,16.4,7.9,65.97,82.61,147.443,14.1,78.849,76.412,73.977,2.295,85.3869,77.38081,21.4908249935175
"555","Mexico",2013,1151877579920.19,1.35409196151679,14,3,6,6,14789406,48.8976783752441,12,6,12467278,36.8,32022,37236,18184,15.9,7.8,64.8288,81.654,145.608,13.7,79.019,76.579,74.146,2.27,85.58218,77.66773,18.8214123479123
"556","Mexico",2014,1184180145123.71,2.80434012838097,14,3,6,6,14580379,48.9075698852539,12,6,12993322,37.4,30919,35949,17872,15.4,7.6,63.6876,80.698,143.773,13.2,79.191,76.753,74.326,2.243,85.77747,77.95466,16.1083096659518
"557","Mexico",2015,1223115888816.32,3.28799159933094,14,3,6,6,14351037,48.9355583190918,12,6,13473206,42.4,29647,34476,17643,14.8,7.6,62.5464,79.743,141.938,12.7,79.365,76.933,74.516,2.215,85.97276,78.24158,16.4920513864742
"558","Mexico",2016,1258560069643.2,2.89785956923329,14,3,6,6,14128076,48.9735908508301,12,6,13725467,42.4,28195,32798,17521,14.1,7.6,61.4052,78.787,140.103,12.2,79.538,77.118,74.715,2.184,86.16804,78.5285,19.2639600963009
"559","Mexico",2017,1284253191330.19,2.04146963714406,14,3,6,6,14137862,49.037841796875,12,6,14034552,42.6,26618,30973,17431,13.4,7.6,60.264,77.831,138.268,11.5,79.71,77.305,74.917,2.153,86.36333,78.81542,
"560","Mexico",2018,,,14,3,6,6,,,12,6,,48.2,,,,,,,,,,,,,,,,
"561","Nicaragua",1999,6302279984.34611,7.03597054769563,6,4,7,6,830206,49.3625717163086,13,5,321493,9.7,4518,5618,2306,41,16.9,120.4168,153.918,246.393,33.1,71.931,69.272,66.58,3.201,75.023,64.7998,11.2318383576289
"562","Nicaragua",2000,6560773679.79844,4.10159015617182,6,4,7,6,838437,49.4383010864258,13,5,333210,9.7,4245,5243,2190,38.7,16.2,118.0082,149.65,244.267,31.5,72.469,69.742,66.981,3.083,75.731,65.3272,9.469252382631
"563","Nicaragua",2001,6755027921.78621,2.96084351432381,6,4,7,6,868070,49.3467102050781,13,5,353724,,3993,4900,2065,36.5,15.4,115.5996,145.382,242.141,29.9,73.008,70.214,67.384,2.978,76.439,65.8546,10.527863549478
"564","Nicaragua",2002,6805956707.33351,0.753938934627342,6,4,7,6,923391,48.9213104248047,13,5,382951,20.7,3766,4590,1928,34.5,14.5,113.191,141.114,240.016,28.4,73.531,70.675,67.781,2.887,77.147,66.382,10.7120745189138
"565","Nicaragua",2003,6977516698.90499,2.52073292483084,6,4,7,6,927217,48.7328186035156,13,5,,20.7,3556,4312,1807,32.7,13.7,111.4936,137.178,235.323,27,74.028,71.117,68.165,2.807,77.72202,66.9775,12.1162881264765
"566","Nicaragua",2004,7348174281.94341,5.3121704903491,6,4,7,6,941957,48.5876693725586,13,5,416405,20.7,3369,4064,1695,31,12.9,109.7962,133.243,230.63,25.7,74.492,71.537,68.539,2.738,78.29705,67.57299,12.1664055409502
"567","Nicaragua",2005,7662852374.35628,4.28239832561029,6,4,7,6,945089,48.416389465332,13,5,437853,20.7,3190,3829,1594,29.3,12.2,108.0988,129.307,225.937,24.5,74.922,71.935,68.902,2.677,78.87207,68.16849,13.5518785989625
"568","Nicaragua",2006,7981019307.60974,4.1520691996914,7,3,6,6,966206,48.4033393859863,12,5,448258,15.2,3024,3613,1497,27.8,11.5,106.4014,125.371,221.245,23.3,75.321,72.313,69.257,2.622,79.4471,68.76398,13.2471935490204
"569","Nicaragua",2007,8386163942.29644,5.07635201809873,7,3,6,6,952964,48.492488861084,12,5,470520,18.5,2869,3412,1408,26.3,10.9,104.704,121.436,216.552,22.2,75.696,72.677,69.605,2.571,80.02212,69.35948,12.9298495899934
"570","Nicaragua",2008,8674288797.14942,3.43571693608078,7,3,6,6,944341,48.4404487609863,12,5,462198,18.5,2717,3220,1326,25,10.3,102.32,119.089,213.28,21.1,76.054,73.028,69.945,2.522,80.43534,69.85973,13.1557638869276
"571","Nicaragua",2009,8388673512.16763,-3.2926651586197,7,3,6,6,,,12,5,,20.7,2574,3041,1251,23.7,9.8,99.936,116.742,210.008,20.1,76.398,73.369,70.279,2.475,80.84856,70.35999,14.1531551388747
"572","Nicaragua",2010,8758622328.66962,4.41009911716546,7,3,6,6,923745,48.4726791381836,12,5,465201,20.7,2447,2883,1181,22.6,9.3,97.552,114.396,206.737,19.2,76.728,73.699,70.606,2.428,81.26178,70.86024,13.6813854555195
"573","Nicaragua",2011,9311876958.36283,6.31668553491842,7,3,6,6,,,12,5,,40.2,2327,2738,1118,21.6,8.9,95.168,112.049,203.465,18.4,77.042,74.016,70.922,2.383,81.675,71.3605,12.7070053823982
"574","Nicaragua",2012,9916789200.31374,6.49613654320945,7,3,6,6,,,12,5,,40.2,2212,2600,1062,20.7,8.5,92.784,109.703,200.193,17.7,77.34,74.319,71.228,2.34,82.08822,71.86075,11.4512103572029
"575","Nicaragua",2013,10405398732.2837,4.92709406341379,7,3,6,6,,,12,5,,40.2,2110,2476,1011,19.9,8.2,91.3064,108.041,197.544,17,77.623,74.608,71.522,2.3,82.39155,72.2619,9.99033426750247
"576","Nicaragua",2014,10903344947.3144,4.78546020044223,7,3,6,6,,,12,5,,42.4,2016,2364,966,19.2,7.9,89.8288,106.379,194.894,16.4,77.89,74.884,71.804,2.264,82.69489,72.66304,8.72963521598032
"577","Nicaragua",2015,11423282813.3338,4.76860879419793,7,3,6,6,,,12,5,,41.3,1926,2256,922,18.5,7.6,88.3512,104.717,192.244,15.9,78.146,75.149,72.078,2.231,82.99823,73.06419,8.61553739825568
"578","Nicaragua",2016,11955466051.3827,4.65875919160213,7,3,6,6,,,12,5,,41.3,1845,2158,879,17.9,7.3,86.8736,103.055,189.595,15.3,78.391,75.404,72.343,2.2,83.30157,73.46533,7.36712463727482
"579","Nicaragua",2017,12536632610.9898,4.8610949762172,7,3,6,6,,,12,5,,45.7,1763,2060,841,17.2,7.1,85.396,101.392,186.945,14.8,78.628,75.653,72.603,2.171,83.60491,73.86648,
"580","Nicaragua",2018,,,7,,6,6,,,12,5,,45.7,,,,,,,,,,,,,,,,
"581","Panama",1999,16207415082.3799,3.91720658872848,11,2,6,6,393030,48.1584091186523,12,6,230034,,1570,1859,1041,26.6,14.8,92.2566,90.07,160.167,22.4,77.49,74.895,72.46,2.767,84.40084,75.42466,9.82881989325557
"582","Panama",2000,16647507042.6926,2.71537415482821,11,2,6,6,400408,48.1915893554688,12,6,234153,9.9,1554,1839,1028,26.1,14.5,91.3934,89.553,160.185,22,77.686,75.084,72.641,2.744,84.56515,75.54276,9.86685683190737
"583","Panama",2001,16743109145.9577,0.574272790634538,11,2,6,6,408249,48.1936302185059,12,6,244097,9.9,1532,1810,1012,25.6,14.2,90.5302,89.036,160.204,21.6,77.898,75.267,72.797,2.72,84.72946,75.66086,9.90392544998129
"584","Panama",2002,17116338065.8118,2.2291494166373,11,2,6,6,419904,48.1717185974121,12,6,251228,9.9,1506,1777,994,24.9,13.8,89.667,88.518,160.223,21.1,78.122,75.443,72.93,2.698,84.89377,75.77896,11.9392937717213
"585","Panama",2003,17836164969.0704,4.20549594481572,11,2,6,6,,48.1718406677246,12,6,,9.9,1480,1745,975,24.3,13.5,89.3196,88.232,160.839,20.6,78.352,75.614,73.048,2.679,85.02778,75.80997,10.5011445312719
"586","Panama",2004,19177815505.9488,7.52207965784619,11,2,6,6,429837,48.2559700012207,12,6,253900,16.7,1456,1713,957,23.7,13.1,88.9722,87.946,161.455,20.1,78.586,75.782,73.154,2.663,85.16179,75.84099,9.4202825411885
"587","Panama",2005,20556945802.2459,7.19127940233535,11,2,6,6,430152,48.2006416320801,12,6,256224,16.7,1433,1683,940,23.1,12.8,88.6248,87.66,162.071,19.6,78.822,75.947,73.257,2.651,85.29581,75.87201,10.9294047527898
"588","Panama",2006,22335628468.3681,8.65246561056669,11,2,6,6,436945,48.2591590881348,12,6,257378,16.7,1411,1654,924,22.5,12.5,88.2774,87.374,162.687,19.2,79.058,76.114,73.36,2.643,85.42982,75.90302,6.51551266913431
"589","Panama",2007,25012326921.8512,11.9839853947871,11,2,6,6,446176,48.2623405456543,12,6,260694,16.7,1389,1626,909,22,12.2,87.93,87.088,163.303,18.7,79.294,76.285,73.471,2.637,85.56384,75.93404,8.07804257736463
"590","Panama",2008,27477455533.6189,9.85565485158463,11,2,6,6,445107,48.1821212768555,12,6,266760,16.7,1364,1595,891,21.3,11.8,87.7162,86.102,161.93,18.2,79.527,76.46,73.592,2.632,85.75243,76.14966,14.020546784261
"591","Panama",2009,27818998195.0188,1.24299231776416,11,2,6,6,440627,48.1695404052734,12,6,274809,8.5,1339,1563,872,20.7,11.4,87.5024,85.115,160.558,17.7,79.755,76.641,73.729,2.628,85.94102,76.36528,15.7010212648262
"592","Panama",2010,29440287600,5.82799349428571,11,2,6,6,439746,48.1116409301758,12,6,283787,8.5,1313,1532,852,20.1,11.1,87.2886,84.128,159.185,17.2,79.976,76.828,73.883,2.622,86.12961,76.58091,12.6261863811758
"593","Panama",2011,32771051605.8051,11.3136259097046,11,2,6,6,439698,48.2629013061523,12,6,285846,8.5,1285,1497,833,19.5,10.7,87.0748,83.142,157.812,16.7,80.187,77.021,74.055,2.613,86.31821,76.79653,14.8066957550363
"594","Panama",2012,35975676272.1291,9.77882768264988,11,2,6,6,437277,48.2350997924805,12,6,,8.5,1258,1465,811,18.9,10.4,86.861,82.155,156.439,16.2,80.387,77.216,74.241,2.601,86.5068,77.01215,16.8833943202883
"595","Panama",2013,38459234340.8549,6.90343678306304,11,3,6,6,435973,48.279369354248,12,6,310391,8.5,1229,1430,788,18.4,10.1,85.8544,81.254,154.276,15.7,80.577,77.413,74.438,2.585,86.6698,77.32023,17.2725430133215
"596","Panama",2014,40407814956.7071,5.06661312750627,11,3,6,6,426637,48.3530502319336,12,6,311816,19.3,1196,1391,768,17.8,9.8,84.8478,80.354,152.112,15.3,80.757,77.61,74.643,2.565,86.83279,77.62831,14.5492325023707
"597","Panama",2015,42724269829.1143,5.73269026026033,11,3,6,6,417556,48.3123207092285,12,6,316899,18.3,1160,1349,745,17.2,9.5,83.8412,79.453,149.949,14.8,80.928,77.806,74.855,2.541,86.99579,77.93639,11.2615761822954
"598","Panama",2016,44846154386.8839,4.96646184067421,11,2,6,6,408961,48.5266304016113,12,6,344790,18.3,1125,1308,721,16.7,9.2,82.8346,78.552,147.785,14.3,81.092,78.001,75.071,2.514,87.15879,78.24446,9.6695905855676
"599","Panama",2017,47232508570.5691,5.32120137458911,11,2,6,6,,,12,6,,18.3,1090,1267,698,16.1,8.9,81.828,77.652,145.622,13.9,81.251,78.195,75.29,2.487,87.32179,78.55254,
"600","Panama",2018,,,11,2,6,6,,,12,6,,18.3,,,,,,,,,,,,,,,,
"601","Paraguay",1999,19455939310.8741,-1.36607971240078,9,3,6,6,951481,48.2225112915039,12,6,425214,2.5,4132,5026,2654,34.7,18.3,85.7888,146.515,195.347,28.6,72.079,69.808,67.654,3.678,76.0434,68.8894,12.1139976861118
"602","Paraguay",2000,19005701526.3586,-2.31414056819048,9,3,6,6,966476,48.2145385742188,12,6,459260,2.5,4011,4877,2574,33.9,18,82.7322,145.919,192.853,28,72.314,70.07,67.942,3.553,76.2556,69.3236,18.7640258736116
"603","Paraguay",2001,18847183576.3273,-0.834054716746095,9,3,6,6,966548,48.2321586608887,12,6,497935,2.5,3889,4724,2493,33.1,17.6,79.6756,145.322,190.359,27.4,72.551,70.335,68.234,3.431,76.4678,69.7578,24.3035210142226
"604","Paraguay",2002,18843149450.7086,-0.0214043949985694,9,3,6,6,962661,48.2342185974121,12,6,519930,2.5,3771,4573,2413,32.4,17.2,76.619,144.725,187.865,26.8,72.784,70.593,68.515,3.315,76.68,70.192,24.9064600858547
"605","Paraguay",2003,19657313979.9291,4.32074548551591,9,3,6,6,935722,48.2939414978027,12,6,510881,8.8,3664,4434,2343,31.6,16.8,74.8606,143.015,185.851,26.3,73.01,70.838,68.778,3.21,76.9594,70.5008,22.9138990183579
"606","Paraguay",2004,20454893447.1486,4.05741836363771,9,3,6,6,930918,48.3573188781738,12,6,526001,10,3568,4305,2281,30.9,16.4,73.1022,141.304,183.838,25.7,73.227,71.067,69.018,3.119,77.2388,70.8096,21.1966183591819
"607","Paraguay",2005,20891296689.2966,2.13349066459601,9,3,6,6,933995,48.4055099487305,12,6,529309,10,3481,4187,2221,30.2,16,71.3438,139.594,181.824,25.1,73.436,71.281,69.238,3.04,77.5182,71.1184,15.3049938452184
"608","Paraguay",2006,21895565804.2224,4.80711719268376,9,3,6,6,914138,48.3629417419434,12,6,529329,10,3398,4075,2169,29.4,15.6,69.5854,137.883,179.81,24.5,73.64,71.485,69.445,2.97,77.7976,71.4272,12.6130499850751
"609","Paraguay",2007,23082660807.8578,5.42162287218237,9,3,6,6,894422,48.2990112304688,12,6,532103,10,3315,3964,2110,28.6,15.2,67.827,136.173,177.797,23.9,73.844,71.686,69.646,2.907,78.077,71.736,13.1240216695532
"610","Paraguay",2008,24550515090.9268,6.35912079325512,9,3,6,6,872906,48.2569694519043,12,6,543056,12.5,3229,3851,2048,27.7,14.7,66.3098,134.471,175.785,23.3,74.048,71.887,69.848,2.846,78.3534,72.0442,13.7751593031853
"611","Paraguay",2009,24487181775.1697,-0.257971433685171,9,3,6,6,852168,48.2531585693359,12,6,549482,12.5,3145,3741,1984,26.9,14.2,64.7926,132.769,173.773,22.6,74.252,72.089,70.05,2.787,78.6298,72.3524,13.3978759552514
"612","Paraguay",2010,27215968615.5548,11.1437357938518,9,3,6,6,839291,48.0816497802734,12,6,560866,12.5,3059,3631,1929,26.1,13.8,63.2754,131.067,171.761,22,74.451,72.285,70.248,2.73,78.9062,72.6606,11.9326034960113
"613","Paraguay",2011,28372405343.9011,4.24911104462905,13,3,6,6,820437,48.1332511901855,12,6,579734,12.5,2977,3526,1874,25.4,13.4,61.7582,129.365,169.749,21.4,74.641,72.47,70.432,2.675,79.1826,72.9688,10.4388727733384
"614","Paraguay",2012,28219616269.0248,-0.538512942503061,13,3,6,6,811486,48.2593612670898,12,6,631003,12.5,2891,3418,1814,24.6,13,60.241,127.663,167.737,20.8,74.817,72.638,70.595,2.625,79.459,73.277,10.1736591893146
"615","Paraguay",2013,30595001137.8313,8.41749528470305,13,3,6,6,,,12,6,,17.5,2808,3313,1757,23.8,12.6,59.3316,126.883,166.951,20.2,74.977,72.786,70.734,2.581,79.60363,73.38715,9.34154481930916
"616","Paraguay",2014,32082190602.0107,4.86089037055322,13,3,6,6,,,12,6,,15,2735,3219,1706,23.1,12.2,58.4222,126.102,166.165,19.6,75.12,72.913,70.849,2.542,79.74826,73.49729,8.82094758342663
"617","Paraguay",2015,33070442062.4899,3.08037400793089,13,3,6,6,,,12,6,,15,2662,3125,1655,22.4,11.8,57.5128,125.322,165.38,19,75.249,73.023,70.942,2.509,79.89289,73.60744,9.29340172995845
"618","Paraguay",2016,34496738801.8119,4.31290497002365,13,3,6,6,707543,48.1582107543945,12,6,611308,15,2588,3034,1608,21.6,11.4,56.6034,124.542,164.594,18.4,75.368,73.12,71.02,2.48,80.03752,73.71759,
"619","Paraguay",2017,36294202789.0535,5.2105330813105,13,3,6,6,,,12,6,,13.8,2519,2950,1562,21,11.1,55.694,123.761,163.809,17.9,75.482,73.211,71.091,2.453,80.18214,73.82773,
"620","Paraguay",2018,,,13,3,6,6,,,12,6,,15,,,,,,,,,,,,,,,,
"621","Peru",1999,83547386045.0424,1.49491064308833,12,3,6,6,4349594,49.010181427002,12,5,2277813,10.8,20104,26481,10848,42,17.3,66.9006,123.465,188.739,32,72.672,70.036,67.514,2.993,78.1764,69.0276,
"622","Peru",2000,85798462918.4744,2.69437139806912,12,3,6,6,4338080,49.0340881347656,12,5,2374178,,18477,24203,10152,38.7,16.3,65.1004,120.86,186.297,29.6,73.177,70.512,67.965,2.929,78.8226,69.6274,
"623","Peru",2001,86328605036.3513,0.617892325624297,12,3,6,6,4317368,49.0970687866211,12,5,2484775,17.5,17015,22189,9438,35.7,15.2,63.3002,118.254,183.855,27.5,73.653,70.964,68.395,2.871,79.4688,70.2272,
"624","Peru",2002,91036560493.9424,5.45352893818767,12,3,6,6,4283046,49.0829391479492,12,5,2539682,17.5,15724,20436,8756,33.1,14.2,61.5,115.649,181.414,25.5,74.098,71.389,68.799,2.818,80.115,70.827,
"625","Peru",2003,94828254301.3356,4.16502313666112,12,3,6,6,4200489,49.0204811096191,12,5,2347247,17.5,14578,18889,8204,30.7,13.4,60.1396,113.693,178.959,23.8,74.507,71.784,69.176,2.77,80.4976,71.2614,
"626","Peru",2004,99530031846.4096,4.95820320611745,12,3,6,6,4133386,49.0365982055664,12,5,2446041,18.3,13570,17547,7754,28.7,12.7,58.7792,111.738,176.504,22.2,74.879,72.146,69.524,2.725,80.8802,71.6958,
"627","Peru",2005,105785554389.544,6.28506032509601,12,3,6,6,4077361,49.0601615905762,12,5,2469618,18.3,12678,16370,7369,26.8,12.1,57.4188,109.782,174.049,20.8,75.209,72.473,69.84,2.684,81.2628,72.1302,
"628","Peru",2006,113750041982.731,7.5288990440594,12,3,6,6,4026316,49.0042304992676,12,5,2539939,29.2,11902,15355,7022,25.2,11.5,56.0584,107.827,171.594,19.6,75.499,72.764,70.124,2.648,81.6454,72.5646,
"629","Peru",2007,123439711646.329,8.5183877690955,12,3,6,6,3993965,49.0141487121582,12,5,2603890,29.2,11226,14468,6704,23.8,11,54.698,105.871,169.139,18.5,75.754,73.023,70.381,2.616,82.028,72.999,
"630","Peru",2008,134705521240.862,9.1265683014642,12,3,6,6,3854764,49.0527305603027,12,5,2609081,29.2,10638,13695,6431,22.5,10.5,54.1862,104.472,167.046,17.5,75.982,73.258,70.616,2.589,82.2722,73.3226,
"631","Peru",2009,136181656212.925,1.0958236592427,12,3,6,6,3787409,49.0133514404297,12,5,2659945,27.5,10124,13024,6196,21.4,10.1,53.6744,103.074,164.953,16.6,76.19,73.475,70.836,2.566,82.5164,73.6462,
